family,kind,board,members,basis,caveat
L-deadline,implication,Climate and Weather,USCLIMATE | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200THEHOOL-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200THEHOOL-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200PIVJSK-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200PIVJSK-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200EABRO-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200EABRO-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200APDMG-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051200APDMG-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG051100LUAGXP | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG051100FSKUPU | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG051100EWISGE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG051100ALMOWLG | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXCLUBFTOTAL-26AUG05ENTNOV | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05ENTNOV | 2 legs,nested thresholds on one subject: entella wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05ENTNOV | 2 legs,nested thresholds on one subject: novara wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05LAZOST | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05BRISTB | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05FTCPAO | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05FTCPAO | 2 legs,nested thresholds on one subject: goal diff reg time: ferencvarosi budap# wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05FTCPAO | 2 legs,nested thresholds on one subject: goal diff reg time: paok thessaloniki wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXLOLGAME-26AUG051030DIASHA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05PIAAQU | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXWHUNDREDMATCH-26AUG051000BIRTRE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG051100KCSKN-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG051100KCSKN-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG051100GXGCG2-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTMAP-26AUG051100GXGCG2-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05APOCZS | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05APOCZS | 2 legs,nested thresholds on one subject: goal diff reg time: apollon ladies limassol wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05APOCZS | 2 legs,nested thresholds on one subject: goal diff reg time: czarni sosnowiec wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXT20MATCH-26AUG051000NELCHEG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXODIMATCH-26AUG050600KENSUR | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXODIMATCH-26AUG050600GLAHAM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLPLMATCH-26AUG051000KANCOL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100LUAGXP-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100LUAGXP-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100FSKUPU-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100FSKUPU-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100EWISGE-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100EWISGE-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051100ALMOWLG-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXHUNDREDMATCH-26AUG051000WELMSG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG051000NAVIJGAM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG051000ESBJAM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05ENTNOV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXODIMATCH-26AUG050545AFGIRL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050945WORSNA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050945SHOLIX | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05HAMAPO | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05GINHOM | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05HAMAPO | 2 legs,nested thresholds on one subject: goal diff reg time: hammarby wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05HAMAPO | 2 legs,nested thresholds on one subject: goal diff reg time: fk apolonia fier wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05GINHOM | 2 legs,nested thresholds on one subject: goal diff reg time: gintra siauliai wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05GINHOM | 2 legs,nested thresholds on one subject: goal diff reg time: heart of midlothian wfc wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05FTCPAO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05FTCPAO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050930TEZBAR | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050930NOREAS | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051030DIASHA-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG051030DIASHA-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05AJABRO | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05AJABRO | 2 legs,nested thresholds on one subject: goal diff reg time: ajax wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05AJABRO | 2 legs,nested thresholds on one subject: goal diff reg time: broendby wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05APOCZS | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05APOCZS | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050900GSMCSPAR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG051000NAVIJGAM-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG051000NAVIJGAM-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG051000ESBJAM-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG051000ESBJAM-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050945WORSNA-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050945WORSNA-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050945SHOLIX-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050945SHOLIX-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05SCPSEA | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05SCPSEA | 2 legs,nested thresholds on one subject: goal diff reg time: sporting cp wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05SCPSEA | 2 legs,nested thresholds on one subject: goal diff reg time: fc seasters odessa wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05HAMAPO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05GINHOM | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05HAMAPO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05GINHOM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05AJABRO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05AJABRO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050900GSMCSPAR-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05SCPSEA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05SCPSEA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXCLUBFTOTAL-26AUG05CFCJUV | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05CFCJUV | 2 legs,nested thresholds on one subject: chelsea wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05CFCJUV | 2 legs,nested thresholds on one subject: juventus wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05VALMAL | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05SFKPSV | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWTOTAL-26AUG05METFEN | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05VALMAL | 2 legs,nested thresholds on one subject: goal diff reg time: valerenga wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05VALMAL | 2 legs,nested thresholds on one subject: goal diff reg time: malmo ff wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05SFKPSV | 2 legs,nested thresholds on one subject: goal diff reg time: sfk # wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05SFKPSV | 2 legs,nested thresholds on one subject: goal diff reg time: eindhoven wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05METFEN | 2 legs,nested thresholds on one subject: goal diff reg time: metalist kharkiv wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXUCLWSPREAD-26AUG05METFEN | 2 legs,nested thresholds on one subject: goal diff reg time: fenerbahce istanbul wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXLOLGAME-26AUG050700TESEDG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050700PCHLIX | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050700MAYNAVIJ | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050700ESBGAM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXCLUBFTOTAL-26AUG05KLAMCI | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCLUBFTOTAL-26AUG05ACMINT | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05KLAMCI | 2 legs,nested thresholds on one subject: k-league allstars wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05KLAMCI | 2 legs,nested thresholds on one subject: manchester city wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05ACMINT | 2 legs,nested thresholds on one subject: milan wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCLUBFSPREAD-26AUG05ACMINT | 2 legs,nested thresholds on one subject: inter wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXWHUNDREDMATCH-26AUG050630WELMAN | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXPBAGAME-26AUG050730CONSMB | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050630VITAPHANTOMACADEMY | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050630INNINF | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05CFCJUV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXVALORANTGAME-26AUG050600KBGTEC | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05VALMAL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05SFKPSV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWGAME-26AUG05METFEN | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05VALMAL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05SFKPSV | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUCLWADVANCE-26AUG05METFEN | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050600MAPRTW | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26ZNETO | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26OLOPEZ | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26MMILLER | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26HGREENE | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26HGOODMAN | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26CABRAMS | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXMLBNEXTTEAM-26ARUTSCHMAN | 31 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050700TESEDG-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLMAP-26AUG050700TESEDG-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLOLGAME-26AUG050600GENHLE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700PCHLIX-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700PCHLIX-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700MAYNAVIJ-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700MAYNAVIJ-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700ESBGAM-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050700ESBGAM-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050600TIMGRO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2GAME-26AUG050600ABYARC | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05KLAMCI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCLUBFGAME-26AUG05ACMINT | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXT20MATCH-26AUG050530ASIIND | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLPLMATCH-26AUG050530GALJAF | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXKBOTOTAL-26AUG050530NCDDOO | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXKBOTOTAL-26AUG050530LGSSG | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXKBOTOTAL-26AUG050530KTWKIA | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXKBOTOTAL-26AUG050530KIWLOT | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXKBOTOTAL-26AUG050530HANSAM | 4 legs,nested thresholds on one subject: over # runs scored,6 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530NCDDOO | 2 legs,nested thresholds on one subject: doosan bears wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530NCDDOO | 2 legs,nested thresholds on one subject: nc dinos wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530LGSSG | 2 legs,nested thresholds on one subject: ssg landers wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530LGSSG | 2 legs,nested thresholds on one subject: lg twins wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530KTWKIA | 2 legs,nested thresholds on one subject: kia tigers wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530KTWKIA | 2 legs,nested thresholds on one subject: kt wiz wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530KIWLOT | 2 legs,nested thresholds on one subject: lotte giants wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530KIWLOT | 2 legs,nested thresholds on one subject: kiwoom heroes wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530HANSAM | 2 legs,nested thresholds on one subject: samsung lions wins by over # runs,1 monitorable pairs
L-threshold,implication,Sports,KXKBOSPREAD-26AUG050530HANSAM | 2 legs,nested thresholds on one subject: hanwha eagles wins by over # runs,1 monitorable pairs
P1-mutex,partition,Sports,KXKBOGAME-26AUG050530NCDDOO | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXKBOGAME-26AUG050530LGSSG | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXKBOGAME-26AUG050530KTWKIA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXKBOGAME-26AUG050530KIWLOT | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXKBOGAME-26AUG050530HANSAM | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050630VITAPHANTOMACADEMY-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050630VITAPHANTOMACADEMY-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050630INNINF-2 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCS2MAP-26AUG050630INNINF-1 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
