race_key,n_families,members
NC12,3,margin:KXMIDTERMMOV-NC12D|turnout:KXMIDTERMVOTETURN-NC12|winner:KXHOUSERACE-NC12-26
NC11,3,margin:KXMIDTERMMOV-NC11D|margin:KXMIDTERMMOV-NC11R|turnout:KXMIDTERMVOTETURN-NC11
NC10,3,margin:KXMIDTERMMOV-NC10R|turnout:KXMIDTERMVOTETURN-NC10|winner:KXHOUSERACE-NC10-26
NC09,3,margin:KXMIDTERMMOV-NC09R|turnout:KXMIDTERMVOTETURN-NC09|winner:KXHOUSERACE-NC09-26
NC08,3,margin:KXMIDTERMMOV-NC08R|turnout:KXMIDTERMVOTETURN-NC08|winner:KXHOUSERACE-NC08-26
NC07,3,margin:KXMIDTERMMOV-NC07R|turnout:KXMIDTERMVOTETURN-NC07|winner:KXHOUSERACE-NC07-26
NC06,3,margin:KXMIDTERMMOV-NC06R|turnout:KXMIDTERMVOTETURN-NC06|winner:KXHOUSERACE-NC06-26
NC05,3,margin:KXMIDTERMMOV-NC05R|turnout:KXMIDTERMVOTETURN-NC05|winner:KXHOUSERACE-NC05-26
NC04,3,margin:KXMIDTERMMOV-NC04D|turnout:KXMIDTERMVOTETURN-NC04|winner:KXHOUSERACE-NC04-26
NC03,3,margin:KXMIDTERMMOV-NC03R|turnout:KXMIDTERMVOTETURN-NC03|winner:KXHOUSERACE-NC03-26
NC02,3,margin:KXMIDTERMMOV-NC02D|turnout:KXMIDTERMVOTETURN-NC02|winner:KXHOUSERACE-NC02-26
NC01,3,margin:KXMIDTERMMOV-NC01D|margin:KXMIDTERMMOV-NC01R|turnout:KXMIDTERMVOTETURN-NC01
MT02,3,margin:KXMIDTERMMOV-MT02R|turnout:KXMIDTERMVOTETURN-MT02|winner:KXHOUSERACE-MT02-26
MT01,3,margin:KXMIDTERMMOV-MT01D|margin:KXMIDTERMMOV-MT01R|turnout:KXMIDTERMVOTETURN-MT01
MS04,3,margin:KXMIDTERMMOV-MS04R|turnout:KXMIDTERMVOTETURN-MS04|winner:KXHOUSERACE-MS04-26
MS03,3,margin:KXMIDTERMMOV-MS03R|turnout:KXMIDTERMVOTETURN-MS03|winner:KXHOUSERACE-MS03-26
MS02,3,margin:KXMIDTERMMOV-MS02D|turnout:KXMIDTERMVOTETURN-MS02|winner:KXHOUSERACE-MS02-26
MS01,3,margin:KXMIDTERMMOV-MS01R|turnout:KXMIDTERMVOTETURN-MS01|winner:KXHOUSERACE-MS01-26
MO08,3,margin:KXMIDTERMMOV-MO08R|turnout:KXMIDTERMVOTETURN-MO08|winner:KXHOUSERACE-MO08-26
MO07,3,margin:KXMIDTERMMOV-MO07R|turnout:KXMIDTERMVOTETURN-MO07|winner:KXHOUSERACE-MO07-26
MO06,3,margin:KXMIDTERMMOV-MO06R|turnout:KXMIDTERMVOTETURN-MO06|winner:KXHOUSERACE-MO06-26
MO05,3,margin:KXMIDTERMMOV-MO05D|margin:KXMIDTERMMOV-MO05R|turnout:KXMIDTERMVOTETURN-MO05
MO04,3,margin:KXMIDTERMMOV-MO04R|turnout:KXMIDTERMVOTETURN-MO04|winner:KXHOUSERACE-MO04-26
MO03,3,margin:KXMIDTERMMOV-MO03R|turnout:KXMIDTERMVOTETURN-MO03|winner:KXHOUSERACE-MO03-26
MO01,3,margin:KXMIDTERMMOV-MO01D|turnout:KXMIDTERMVOTETURN-MO01|winner:KXHOUSERACE-MO01-26
MN07,3,margin:KXMIDTERMMOV-MN07R|turnout:KXMIDTERMVOTETURN-MN07|winner:KXHOUSERACE-MN07-26
MN06,3,margin:KXMIDTERMMOV-MN06R|turnout:KXMIDTERMVOTETURN-MN06|winner:KXHOUSERACE-MN06-26
MN05,3,margin:KXMIDTERMMOV-MN05D|turnout:KXMIDTERMVOTETURN-MN05|winner:KXHOUSERACE-MN05-26
MN04,3,margin:KXMIDTERMMOV-MN04D|turnout:KXMIDTERMVOTETURN-MN04|winner:KXHOUSERACE-MN04-26
MN03,3,margin:KXMIDTERMMOV-MN03D|turnout:KXMIDTERMVOTETURN-MN03|winner:KXHOUSERACE-MN03-26
MISEN,3,margin:KXMIDTERMMOV-MISEND|margin:KXMIDTERMMOV-MISENR|turnout:KXMIDTERMVOTETURN-MISEN
MI13,3,margin:KXMIDTERMMOV-MI13D|turnout:KXMIDTERMVOTETURN-MI13|winner:KXHOUSERACE-MI13-26
MI12,3,margin:KXMIDTERMMOV-MI12D|turnout:KXMIDTERMVOTETURN-MI12|winner:KXHOUSERACE-MI12-26
MI11,3,margin:KXMIDTERMMOV-MI11D|turnout:KXMIDTERMVOTETURN-MI11|winner:KXHOUSERACE-MI11-26
MI09,3,margin:KXMIDTERMMOV-MI09R|turnout:KXMIDTERMVOTETURN-MI09|winner:KXHOUSERACE-MI09-26
MI08,3,margin:KXMIDTERMMOV-MI08D|margin:KXMIDTERMMOV-MI08R|turnout:KXMIDTERMVOTETURN-MI08
MI07,3,margin:KXMIDTERMMOV-MI07D|margin:KXMIDTERMMOV-MI07R|turnout:KXMIDTERMVOTETURN-MI07
MI06,3,margin:KXMIDTERMMOV-MI06D|turnout:KXMIDTERMVOTETURN-MI06|winner:KXHOUSERACE-MI06-26
MI05,3,margin:KXMIDTERMMOV-MI05R|turnout:KXMIDTERMVOTETURN-MI05|winner:KXHOUSERACE-MI05-26
MI04,3,margin:KXMIDTERMMOV-MI04D|margin:KXMIDTERMMOV-MI04R|turnout:KXMIDTERMVOTETURN-MI04
MI02,3,margin:KXMIDTERMMOV-MI02R|turnout:KXMIDTERMVOTETURN-MI02|winner:KXHOUSERACE-MI02-26
MI01,3,margin:KXMIDTERMMOV-MI01R|turnout:KXMIDTERMVOTETURN-MI01|winner:KXHOUSERACE-MI01-26
MESEN,3,margin:KXMIDTERMMOV-MESEND|margin:KXMIDTERMMOV-MESENR|turnout:KXMIDTERMVOTETURN-MESEN
MEGOV,3,margin:KXMIDTERMMOV-MEGOVD|margin:KXMIDTERMMOV-MEGOVR|turnout:KXMIDTERMVOTETURN-MEGOV
ME02,3,margin:KXMIDTERMMOV-ME02D|margin:KXMIDTERMMOV-ME02R|turnout:KXMIDTERMVOTETURN-ME02
ME01,3,margin:KXMIDTERMMOV-ME01D|turnout:KXMIDTERMVOTETURN-ME01|winner:KXHOUSERACE-ME01-26
MD08,3,margin:KXMIDTERMMOV-MD08D|turnout:KXMIDTERMVOTETURN-MD08|winner:KXHOUSERACE-MD08-26
MD07,3,margin:KXMIDTERMMOV-MD07D|turnout:KXMIDTERMVOTETURN-MD07|winner:KXHOUSERACE-MD07-26
MD06,3,margin:KXMIDTERMMOV-MD06D|turnout:KXMIDTERMVOTETURN-MD06|winner:KXHOUSERACE-MD06-26
MD05,3,margin:KXMIDTERMMOV-MD05D|turnout:KXMIDTERMVOTETURN-MD05|winner:KXHOUSERACE-MD05-26
MD04,3,margin:KXMIDTERMMOV-MD04D|turnout:KXMIDTERMVOTETURN-MD04|winner:KXHOUSERACE-MD04-26
MD03,3,margin:KXMIDTERMMOV-MD03D|turnout:KXMIDTERMVOTETURN-MD03|winner:KXHOUSERACE-MD03-26
MD02,3,margin:KXMIDTERMMOV-MD02D|turnout:KXMIDTERMVOTETURN-MD02|winner:KXHOUSERACE-MD02-26
MD01,3,margin:KXMIDTERMMOV-MD01R|turnout:KXMIDTERMVOTETURN-MD01|winner:KXHOUSERACE-MD01-26
MA09,3,margin:KXMIDTERMMOV-MA09D|turnout:KXMIDTERMVOTETURN-MA09|winner:KXHOUSERACE-MA09-26
MA08,3,margin:KXMIDTERMMOV-MA08D|turnout:KXMIDTERMVOTETURN-MA08|winner:KXHOUSERACE-MA08-26
MA07,3,margin:KXMIDTERMMOV-MA07D|turnout:KXMIDTERMVOTETURN-MA07|winner:KXHOUSERACE-MA07-26
MA06,3,margin:KXMIDTERMMOV-MA06D|turnout:KXMIDTERMVOTETURN-MA06|winner:KXHOUSERACE-MA06-26
MA05,3,margin:KXMIDTERMMOV-MA05D|turnout:KXMIDTERMVOTETURN-MA05|winner:KXHOUSERACE-MA05-26
MA04,3,margin:KXMIDTERMMOV-MA04D|turnout:KXMIDTERMVOTETURN-MA04|winner:KXHOUSERACE-MA04-26
MA03,3,margin:KXMIDTERMMOV-MA03D|turnout:KXMIDTERMVOTETURN-MA03|winner:KXHOUSERACE-MA03-26
MA02,3,margin:KXMIDTERMMOV-MA02D|turnout:KXMIDTERMVOTETURN-MA02|winner:KXHOUSERACE-MA02-26
MA01,3,margin:KXMIDTERMMOV-MA01D|turnout:KXMIDTERMVOTETURN-MA01|winner:KXHOUSERACE-MA01-26
LA06,3,margin:KXMIDTERMMOV-LA06D|turnout:KXMIDTERMVOTETURN-LA06|winner:KXHOUSERACE-LA06-26
LA05,3,margin:KXMIDTERMMOV-LA05R|turnout:KXMIDTERMVOTETURN-LA05|winner:KXHOUSERACE-LA05-26
LA04,3,margin:KXMIDTERMMOV-LA04R|turnout:KXMIDTERMVOTETURN-LA04|winner:KXHOUSERACE-LA04-26
LA03,3,margin:KXMIDTERMMOV-LA03R|turnout:KXMIDTERMVOTETURN-LA03|winner:KXHOUSERACE-LA03-26
LA02,3,margin:KXMIDTERMMOV-LA02D|turnout:KXMIDTERMVOTETURN-LA02|winner:KXHOUSERACE-LA02-26
LA01,3,margin:KXMIDTERMMOV-LA01R|turnout:KXMIDTERMVOTETURN-LA01|winner:KXHOUSERACE-LA01-26
KY05,3,margin:KXMIDTERMMOV-KY05R|turnout:KXMIDTERMVOTETURN-KY05|winner:KXHOUSERACE-KY05-26
KY04,3,margin:KXMIDTERMMOV-KY04R|turnout:KXMIDTERMVOTETURN-KY04|winner:KXHOUSERACE-KY04-26
KY03,3,margin:KXMIDTERMMOV-KY03D|turnout:KXMIDTERMVOTETURN-KY03|winner:KXHOUSERACE-KY03-26
KY02,3,margin:KXMIDTERMMOV-KY02R|turnout:KXMIDTERMVOTETURN-KY02|winner:KXHOUSERACE-KY02-26
KY01,3,margin:KXMIDTERMMOV-KY01R|turnout:KXMIDTERMVOTETURN-KY01|winner:KXHOUSERACE-KY01-26
KSGOV,3,margin:KXMIDTERMMOV-KSGOVD|margin:KXMIDTERMMOV-KSGOVR|turnout:KXMIDTERMVOTETURN-KSGOV
KS04,3,margin:KXMIDTERMMOV-KS04R|turnout:KXMIDTERMVOTETURN-KS04|winner:KXHOUSERACE-KS04-26
KS03,3,margin:KXMIDTERMMOV-KS03D|turnout:KXMIDTERMVOTETURN-KS03|winner:KXHOUSERACE-KS03-26
KS02,3,margin:KXMIDTERMMOV-KS02R|turnout:KXMIDTERMVOTETURN-KS02|winner:KXHOUSERACE-KS02-26
KS01,3,margin:KXMIDTERMMOV-KS01R|turnout:KXMIDTERMVOTETURN-KS01|winner:KXHOUSERACE-KS01-26
IN09,3,margin:KXMIDTERMMOV-IN09R|turnout:KXMIDTERMVOTETURN-IN09|winner:KXHOUSERACE-IN09-26
IN06,3,margin:KXMIDTERMMOV-IN06R|turnout:KXMIDTERMVOTETURN-IN06|winner:KXHOUSERACE-IN06-26
IN05,3,margin:KXMIDTERMMOV-IN05R|turnout:KXMIDTERMVOTETURN-IN05|winner:KXHOUSERACE-IN05-26
IN04,3,margin:KXMIDTERMMOV-IN04R|turnout:KXMIDTERMVOTETURN-IN04|winner:KXHOUSERACE-IN04-26
IN03,3,margin:KXMIDTERMMOV-IN03R|turnout:KXMIDTERMVOTETURN-IN03|winner:KXHOUSERACE-IN03-26
IN02,3,margin:KXMIDTERMMOV-IN02R|turnout:KXMIDTERMVOTETURN-IN02|winner:KXHOUSERACE-IN02-26
IL17,3,margin:KXMIDTERMMOV-IL17D|turnout:KXMIDTERMVOTETURN-IL17|winner:HOUSEIL17-26
IL16,3,margin:KXMIDTERMMOV-IL16R|turnout:KXMIDTERMVOTETURN-IL16|winner:KXHOUSERACE-IL16-26
IL15,3,margin:KXMIDTERMMOV-IL15R|turnout:KXMIDTERMVOTETURN-IL15|winner:KXHOUSERACE-IL15-26
IL14,3,margin:KXMIDTERMMOV-IL14D|turnout:KXMIDTERMVOTETURN-IL14|winner:KXHOUSERACE-IL14-26
IL13,3,margin:KXMIDTERMMOV-IL13D|turnout:KXMIDTERMVOTETURN-IL13|winner:KXHOUSERACE-IL13-26
IL12,3,margin:KXMIDTERMMOV-IL12R|turnout:KXMIDTERMVOTETURN-IL12|winner:KXHOUSERACE-IL12-26
IL11,3,margin:KXMIDTERMMOV-IL11D|turnout:KXMIDTERMVOTETURN-IL11|winner:KXHOUSERACE-IL11-26
IL10,3,margin:KXMIDTERMMOV-IL10D|turnout:KXMIDTERMVOTETURN-IL10|winner:KXHOUSERACE-IL10-26
IL09,3,margin:KXMIDTERMMOV-IL09D|turnout:KXMIDTERMVOTETURN-IL09|winner:KXHOUSERACE-IL09-26
IL08,3,margin:KXMIDTERMMOV-IL08D|turnout:KXMIDTERMVOTETURN-IL08|winner:KXHOUSERACE-IL08-26
IL07,3,margin:KXMIDTERMMOV-IL07D|turnout:KXMIDTERMVOTETURN-IL07|winner:KXHOUSERACE-IL07-26
IL06,3,margin:KXMIDTERMMOV-IL06D|turnout:KXMIDTERMVOTETURN-IL06|winner:KXHOUSERACE-IL06-26
IL05,3,margin:KXMIDTERMMOV-IL05D|turnout:KXMIDTERMVOTETURN-IL05|winner:KXHOUSERACE-IL05-26
IL04,3,margin:KXMIDTERMMOV-IL04D|turnout:KXMIDTERMVOTETURN-IL04|winner:KXHOUSERACE-IL04-26
IL03,3,margin:KXMIDTERMMOV-IL03D|turnout:KXMIDTERMVOTETURN-IL03|winner:KXHOUSERACE-IL03-26
IL02,3,margin:KXMIDTERMMOV-IL02D|turnout:KXMIDTERMVOTETURN-IL02|winner:KXHOUSERACE-IL02-26
IL01,3,margin:KXMIDTERMMOV-IL01D|turnout:KXMIDTERMVOTETURN-IL01|winner:KXHOUSERACE-IL01-26
ID02,3,margin:KXMIDTERMMOV-ID02R|turnout:KXMIDTERMVOTETURN-ID02|winner:KXHOUSERACE-ID02-26
ID01,3,margin:KXMIDTERMMOV-ID01R|turnout:KXMIDTERMVOTETURN-ID01|winner:KXHOUSERACE-ID01-26
IASEN,3,margin:KXMIDTERMMOV-IASEND|margin:KXMIDTERMMOV-IASENR|turnout:KXMIDTERMVOTETURN-IASEN
IAGOV,3,margin:KXMIDTERMMOV-IAGOVD|margin:KXMIDTERMMOV-IAGOVR|turnout:KXMIDTERMVOTETURN-IAGOV
IA04,3,margin:KXMIDTERMMOV-IA04R|turnout:KXMIDTERMVOTETURN-IA04|winner:KXHOUSERACE-IA04-26
IA03,3,margin:KXMIDTERMMOV-IA03D|margin:KXMIDTERMMOV-IA03R|turnout:KXMIDTERMVOTETURN-IA03
IA01,3,margin:KXMIDTERMMOV-IA01D|margin:KXMIDTERMMOV-IA01R|turnout:KXMIDTERMVOTETURN-IA01
HI02,3,margin:KXMIDTERMMOV-HI02D|turnout:KXMIDTERMVOTETURN-HI02|winner:KXHOUSERACE-HI02-26
HI01,3,margin:KXMIDTERMMOV-HI01D|turnout:KXMIDTERMVOTETURN-HI01|winner:KXHOUSERACE-HI01-26
GASEN,3,margin:KXMIDTERMMOV-GASEND|margin:KXMIDTERMMOV-GASENR|turnout:KXMIDTERMVOTETURN-GASEN
GAGOV,3,margin:KXMIDTERMMOV-GAGOVD|margin:KXMIDTERMMOV-GAGOVR|turnout:KXMIDTERMVOTETURN-GAGOV
GA14,3,margin:KXMIDTERMMOV-GA14R|turnout:KXMIDTERMVOTETURN-GA14|winner:KXHOUSERACE-GA14-26
GA13,3,margin:KXMIDTERMMOV-GA13D|turnout:KXMIDTERMVOTETURN-GA13|winner:KXHOUSERACE-GA13-26
GA12,3,margin:KXMIDTERMMOV-GA12R|turnout:KXMIDTERMVOTETURN-GA12|winner:KXHOUSERACE-GA12-26
GA11,3,margin:KXMIDTERMMOV-GA11R|turnout:KXMIDTERMVOTETURN-GA11|winner:KXHOUSERACE-GA11-26
GA10,3,margin:KXMIDTERMMOV-GA10R|turnout:KXMIDTERMVOTETURN-GA10|winner:KXHOUSERACE-GA10-26
GA09,3,margin:KXMIDTERMMOV-GA09R|turnout:KXMIDTERMVOTETURN-GA09|winner:KXHOUSERACE-GA09-26
GA08,3,margin:KXMIDTERMMOV-GA08R|turnout:KXMIDTERMVOTETURN-GA08|winner:KXHOUSERACE-GA08-26
GA07,3,margin:KXMIDTERMMOV-GA07R|turnout:KXMIDTERMVOTETURN-GA07|winner:KXHOUSERACE-GA07-26
GA06,3,margin:KXMIDTERMMOV-GA06D|turnout:KXMIDTERMVOTETURN-GA06|winner:KXHOUSERACE-GA06-26
GA05,3,margin:KXMIDTERMMOV-GA05D|turnout:KXMIDTERMVOTETURN-GA05|winner:KXHOUSERACE-GA05-26
GA04,3,margin:KXMIDTERMMOV-GA04D|turnout:KXMIDTERMVOTETURN-GA04|winner:KXHOUSERACE-GA04-26
GA03,3,margin:KXMIDTERMMOV-GA03R|turnout:KXMIDTERMVOTETURN-GA03|winner:KXHOUSERACE-GA03-26
GA02,3,margin:KXMIDTERMMOV-GA02D|turnout:KXMIDTERMVOTETURN-GA02|winner:KXHOUSERACE-GA02-26
GA01,3,margin:KXMIDTERMMOV-GA01R|turnout:KXMIDTERMVOTETURN-GA01|winner:KXHOUSERACE-GA01-26
FLSEN,3,margin:KXMIDTERMMOV-FLSEND|margin:KXMIDTERMMOV-FLSENR|turnout:KXMIDTERMVOTETURN-FLSEN
FLGOV,3,margin:KXMIDTERMMOV-FLGOVD|margin:KXMIDTERMMOV-FLGOVR|turnout:KXMIDTERMVOTETURN-FLGOV
FL28,3,margin:KXMIDTERMMOV-FL28R|turnout:KXMIDTERMVOTETURN-FL28|winner:KXHOUSERACE-FL28-26
FL26,3,margin:KXMIDTERMMOV-FL26R|turnout:KXMIDTERMVOTETURN-FL26|winner:KXHOUSERACE-FL26-26
FL25,3,margin:KXMIDTERMMOV-FL25D|turnout:KXMIDTERMVOTETURN-FL25|winner:KXHOUSERACE-FL25-26
FL24,3,margin:KXMIDTERMMOV-FL24D|turnout:KXMIDTERMVOTETURN-FL24|winner:KXHOUSERACE-FL24-26
FL22,3,margin:KXMIDTERMMOV-FL22D|turnout:KXMIDTERMVOTETURN-FL22|winner:KXHOUSERACE-FL22-26
FL21,3,margin:KXMIDTERMMOV-FL21R|turnout:KXMIDTERMVOTETURN-FL21|winner:KXHOUSERACE-FL21-26
FL19,3,margin:KXMIDTERMMOV-FL19R|turnout:KXMIDTERMVOTETURN-FL19|winner:KXHOUSERACE-FL19-26
FL18,3,margin:KXMIDTERMMOV-FL18R|turnout:KXMIDTERMVOTETURN-FL18|winner:KXHOUSERACE-FL18-26
FL17,3,margin:KXMIDTERMMOV-FL17R|turnout:KXMIDTERMVOTETURN-FL17|winner:KXHOUSERACE-FL17-26
FL14,3,margin:KXMIDTERMMOV-FL14D|turnout:KXMIDTERMVOTETURN-FL14|winner:KXHOUSERACE-FL14-26
FL12,3,margin:KXMIDTERMMOV-FL12R|turnout:KXMIDTERMVOTETURN-FL12|winner:KXHOUSERACE-FL12-26
FL11,3,margin:KXMIDTERMMOV-FL11R|turnout:KXMIDTERMVOTETURN-FL11|winner:KXHOUSERACE-FL11-26
FL10,3,margin:KXMIDTERMMOV-FL10D|turnout:KXMIDTERMVOTETURN-FL10|winner:KXHOUSERACE-FL10-26
FL08,3,margin:KXMIDTERMMOV-FL08R|turnout:KXMIDTERMVOTETURN-FL08|winner:KXHOUSERACE-FL08-26
FL06,3,margin:KXMIDTERMMOV-FL06R|turnout:KXMIDTERMVOTETURN-FL06|winner:KXHOUSERACE-FL06-26
FL05,3,margin:KXMIDTERMMOV-FL05R|turnout:KXMIDTERMVOTETURN-FL05|winner:KXHOUSERACE-FL05-26
FL03,3,margin:KXMIDTERMMOV-FL03R|turnout:KXMIDTERMVOTETURN-FL03|winner:KXHOUSERACE-FL03-26
FL02,3,margin:KXMIDTERMMOV-FL02R|turnout:KXMIDTERMVOTETURN-FL02|winner:KXHOUSERACE-FL02-26
FL01,3,margin:KXMIDTERMMOV-FL01R|turnout:KXMIDTERMVOTETURN-FL01|winner:KXHOUSERACE-FL01-26
DEAL,3,margin:KXMIDTERMMOV-DEALD|turnout:KXMIDTERMVOTETURN-DEAL|winner:KXHOUSERACE-DEAL-26
CT04,3,margin:KXMIDTERMMOV-CT04D|turnout:KXMIDTERMVOTETURN-CT04|winner:KXHOUSERACE-CT04-26
CT03,3,margin:KXMIDTERMMOV-CT03D|turnout:KXMIDTERMVOTETURN-CT03|winner:KXHOUSERACE-CT03-26
CT02,3,margin:KXMIDTERMMOV-CT02D|turnout:KXMIDTERMVOTETURN-CT02|winner:KXHOUSERACE-CT02-26
CT01,3,margin:KXMIDTERMMOV-CT01D|turnout:KXMIDTERMVOTETURN-CT01|winner:KXHOUSERACE-CT01-26
CO08,3,margin:KXMIDTERMMOV-CO08D|margin:KXMIDTERMMOV-CO08R|turnout:KXMIDTERMVOTETURN-CO08
CO07,3,margin:KXMIDTERMMOV-CO07D|turnout:KXMIDTERMVOTETURN-CO07|winner:KXHOUSERACE-CO07-26
CO06,3,margin:KXMIDTERMMOV-CO06D|turnout:KXMIDTERMVOTETURN-CO06|winner:KXHOUSERACE-CO06-26
CO03,3,margin:KXMIDTERMMOV-CO03D|margin:KXMIDTERMMOV-CO03R|turnout:KXMIDTERMVOTETURN-CO03
CO02,3,margin:KXMIDTERMMOV-CO02D|turnout:KXMIDTERMVOTETURN-CO02|winner:KXHOUSERACE-CO02-26
CO01,3,margin:KXMIDTERMMOV-CO01D|turnout:KXMIDTERMVOTETURN-CO01|winner:KXHOUSERACE-CO01-26
AZGOV,3,margin:KXMIDTERMMOV-AZGOVD|margin:KXMIDTERMMOV-AZGOVR|turnout:KXMIDTERMVOTETURN-AZGOV
AZ09,3,margin:KXMIDTERMMOV-AZ09R|turnout:KXMIDTERMVOTETURN-AZ09|winner:KXHOUSERACE-AZ09-26
AZ08,3,margin:KXMIDTERMMOV-AZ08R|turnout:KXMIDTERMVOTETURN-AZ08|winner:KXHOUSERACE-AZ08-26
AZ07,3,margin:KXMIDTERMMOV-AZ07D|turnout:KXMIDTERMVOTETURN-AZ07|winner:KXHOUSERACE-AZ07-26
AZ06,3,margin:KXMIDTERMMOV-AZ06D|margin:KXMIDTERMMOV-AZ06R|turnout:KXMIDTERMVOTETURN-AZ06
AZ05,3,margin:KXMIDTERMMOV-AZ05R|turnout:KXMIDTERMVOTETURN-AZ05|winner:KXHOUSERACE-AZ05-26
AZ04,3,margin:KXMIDTERMMOV-AZ04D|turnout:KXMIDTERMVOTETURN-AZ04|winner:KXHOUSERACE-AZ04-26
AZ03,3,margin:KXMIDTERMMOV-AZ03D|turnout:KXMIDTERMVOTETURN-AZ03|winner:KXHOUSERACE-AZ03-26
AZ02,3,margin:KXMIDTERMMOV-AZ02D|margin:KXMIDTERMMOV-AZ02R|turnout:KXMIDTERMVOTETURN-AZ02
AZ01,3,margin:KXMIDTERMMOV-AZ01D|margin:KXMIDTERMMOV-AZ01R|turnout:KXMIDTERMVOTETURN-AZ01
AR04,3,margin:KXMIDTERMMOV-AR04R|turnout:KXMIDTERMVOTETURN-AR04|winner:KXHOUSERACE-AR04-26
AR03,3,margin:KXMIDTERMMOV-AR03R|turnout:KXMIDTERMVOTETURN-AR03|winner:KXHOUSERACE-AR03-26
AR02,3,margin:KXMIDTERMMOV-AR02R|turnout:KXMIDTERMVOTETURN-AR02|winner:KXHOUSERACE-AR02-26
AR01,3,margin:KXMIDTERMMOV-AR01R|turnout:KXMIDTERMVOTETURN-AR01|winner:KXHOUSERACE-AR01-26
AL07,3,margin:KXMIDTERMMOV-AL07D|turnout:KXMIDTERMVOTETURN-AL07|winner:KXHOUSERACE-AL07-26
AL06,3,margin:KXMIDTERMMOV-AL06R|turnout:KXMIDTERMVOTETURN-AL06|winner:KXHOUSERACE-AL06-26
AL05,3,margin:KXMIDTERMMOV-AL05R|turnout:KXMIDTERMVOTETURN-AL05|winner:KXHOUSERACE-AL05-26
AL04,3,margin:KXMIDTERMMOV-AL04R|turnout:KXMIDTERMVOTETURN-AL04|winner:KXHOUSERACE-AL04-26
AL03,3,margin:KXMIDTERMMOV-AL03R|turnout:KXMIDTERMVOTETURN-AL03|winner:KXHOUSERACE-AL03-26
AL02,3,margin:KXMIDTERMMOV-AL02D|turnout:KXMIDTERMVOTETURN-AL02|winner:KXHOUSERACE-AL02-26
AL01,3,margin:KXMIDTERMMOV-AL01R|turnout:KXMIDTERMVOTETURN-AL01|winner:KXHOUSERACE-AL01-26
WYSEN,2,margin:KXMIDTERMMOV-WYSENR|turnout:KXMIDTERMVOTETURN-WYSEN
WYGOV,2,margin:KXMIDTERMMOV-WYGOVR|turnout:KXMIDTERMVOTETURN-WYGOV
WVSEN,2,margin:KXMIDTERMMOV-WVSENR|turnout:KXMIDTERMVOTETURN-WVSEN
WA10,2,turnout:KXMIDTERMVOTETURN-WA10|winner:KXHOUSERACE-WA10-26
WA09,2,turnout:KXMIDTERMVOTETURN-WA09|winner:KXHOUSERACE-WA09-26
WA07,2,turnout:KXMIDTERMVOTETURN-WA07|winner:KXHOUSERACE-WA07-26
WA06,2,turnout:KXMIDTERMVOTETURN-WA06|winner:KXHOUSERACE-WA06-26
WA05,2,turnout:KXMIDTERMVOTETURN-WA05|winner:KXHOUSERACE-WA05-26
WA04,2,turnout:KXMIDTERMVOTETURN-WA04|winner:KXHOUSERACE-WA04-26
WA02,2,turnout:KXMIDTERMVOTETURN-WA02|winner:KXHOUSERACE-WA02-26
WA01,2,turnout:KXMIDTERMVOTETURN-WA01|winner:KXHOUSERACE-WA01-26
VASEN,2,margin:KXMIDTERMMOV-VASEND|turnout:KXMIDTERMVOTETURN-VASEN
VA10,2,margin:KXMIDTERMMOV-VA10D|turnout:KXMIDTERMVOTETURN-VA10
VA07,2,margin:KXMIDTERMMOV-VA07D|turnout:KXMIDTERMVOTETURN-VA07
UT03,2,margin:KXMIDTERMMOV-UT03R|turnout:KXMIDTERMVOTETURN-UT03
UT02,2,margin:KXMIDTERMMOV-UT02R|turnout:KXMIDTERMVOTETURN-UT02
UT01,2,margin:KXMIDTERMMOV-UT01D|turnout:KXMIDTERMVOTETURN-UT01
TNSEN,2,margin:KXMIDTERMMOV-TNSENR|turnout:KXMIDTERMVOTETURN-TNSEN
TNGOV,2,margin:KXMIDTERMMOV-TNGOVR|turnout:KXMIDTERMVOTETURN-TNGOV
SDSEN,2,margin:KXMIDTERMMOV-SDSENR|turnout:KXMIDTERMVOTETURN-SDSEN
SDGOV,2,margin:KXMIDTERMMOV-SDGOVR|turnout:KXMIDTERMVOTETURN-SDGOV
RISEN,2,margin:KXMIDTERMMOV-RISEND|turnout:KXMIDTERMVOTETURN-RISEN
RIGOV,2,margin:KXMIDTERMMOV-RIGOVD|turnout:KXMIDTERMVOTETURN-RIGOV
PAGOV,2,margin:KXMIDTERMMOV-PAGOVD|turnout:KXMIDTERMVOTETURN-PAGOV
ORSEN,2,margin:KXMIDTERMMOV-ORSEND|turnout:KXMIDTERMVOTETURN-ORSEN
ORGOV,2,margin:KXMIDTERMMOV-ORGOVD|turnout:KXMIDTERMVOTETURN-ORGOV
OR05,2,margin:KXMIDTERMMOV-OR05D|turnout:KXMIDTERMVOTETURN-OR05
OKSEN,2,margin:KXMIDTERMMOV-OKSENR|turnout:KXMIDTERMVOTETURN-OKSEN
OKGOV,2,margin:KXMIDTERMMOV-OKGOVR|turnout:KXMIDTERMVOTETURN-OKGOV
NYGOV,2,margin:KXMIDTERMMOV-NYGOVD|turnout:KXMIDTERMVOTETURN-NYGOV
NY04,2,margin:KXMIDTERMMOV-NY04D|turnout:KXMIDTERMVOTETURN-NY04
